from	to	r	t	p.value	FDR	significant	group
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN5824_c1_g2	0.9193004158592966	5.7217114824223785	6.178180872147488e-4	0.0015331779467964973	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN5826_c1_g1	0.8625034142910625	4.174860345653679	0.002923411312007582	0.004330196607878891	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN5909_c0_g1	0.869438963670294	4.310744520695376	0.0025166609919289305	0.0038817180798986213	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN5949_c2_g1	0.9287082598015087	6.134823256013873	4.2905429177394425e-4	0.0012314124386358766	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN5949_c3_g1	0.8962817035917388	4.950408541849215	0.001288444753053434	0.002449453714587135	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN59777_c0_g1	0.8803196506082649	4.5455742373990855	0.0019550516701825147	0.0032484323386527264	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN59945_c0_g1	0.9344107347877108	6.425733573767312	3.3557979664340984e-4	0.0010695708177870652	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN60269_c2_g1	0.985787535471399	14.373345353482911	3.550400525015091e-6	1.3642065371885823e-4	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN60332_c1_g1	0.8486746520096363	3.930345891429005	0.003854838786783893	0.005314548623696985	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN60821_c0_g1	0.8878055456152224	4.725297478437206	0.001620111610376375	0.0028567692253969003	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN62334_c0_g3	0.8877199215838366	4.7231469529204	0.0016237152050996193	0.0028611022068650246	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN62334_c0_g4	0.8991156603994619	5.03157096164678	0.0011883057328350801	0.002321700421034248	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN624_c1_g1	0.8128137125793794	3.417850345858808	0.007090567159943861	0.008552842256469607	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6428_c1_g1	0.9517100667562134	7.593540868942633	1.3571144595416254e-4	6.597816150122278e-4	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN650_c2_g1	0.853412324322479	4.010511656157685	0.0035171523714062113	0.00496070777537992	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6513_c2_g1	0.9169449603739154	5.628997768158073	6.722872858263766e-4	0.0016136753606961923	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6642_c1_g1	0.9386765099464516	6.668458753431129	2.751687131608151e-4	9.573291810962785e-4	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6682_c0_g1	0.9660221841606917	9.15526224834115	4.7792837307530445e-5	4.010801956870751e-4	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN67043_c0_g1	0.8666496134203671	4.254912475280819	0.002675558370345051	0.004057021523341208	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN67375_c0_g1	0.9126275303362654	5.468480698766476	7.800660325959209e-4	0.001771304771235464	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6784_c0_g3	0.819166559875803	3.4984223279500264	0.006425485508257474	0.00789252472232598	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN6784_c2_g1	0.9049547961861362	5.209488346802444	9.981982369237e-4	0.002070527592878532	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN67864_c0_g1	0.8448682305943988	3.868401614079145	0.004140603731669846	0.005610012849108216	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN68400_c0_g1	0.8812763623833187	4.56765033417864	0.0019099694294384747	0.003196087540943871	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN69142_c0_g1	0.8168264538308728	3.468305308116267	0.006665676102977259	0.00813136792507557	TRUE	1
Crpow_TRINITY_DN44431_c0_g1	Crpow_TRINITY_DN69142_c1_g3	0.8097268178353408	3.380016704101525	0.007428745683565641	0.008884815731295301	TRUE	1
